"","time","MIE1","MIE2","KE1","KE3","KE2","REPLICATE"
"42",121,-0.0530900371254068,0.0693069109910619,-0.017338975473918,0.725559392718629,0.0742564994567722,2
"43",121,-0.0126640685569112,0.0724749448288434,0.0394250840489939,0.915410215435471,0.0980449079967162,3
"44",121,-0.0476735004993907,0.0114489461504775,-0.0428980507456353,0.775739426186269,0.0698384284081816,4
"45",121,0.0198719177553479,0.0556332346893242,-0.0765004609399663,0.748529699936242,0.0323713013230577,5
"46",136,0.0138369768820406,0.0807923660546662,0.0633381364758943,0.749285747212599,0.0660162526284938,1
"47",136,-0.0470790785441757,-0.0173678299460613,0.040706820415235,0.927939117295024,0.0446487616577619,2
"48",136,0.0534142041042933,0.0407910416694129,0.00360072693025467,0.710974430248055,-0.000337995328125403,3
"49",136,0.0379996328499789,0.0584831419565738,-0.0153160433578609,0.783523858501678,0.157588499752196,4
"50",136,0.0200125457622009,0.0984209016872904,-0.0161337453245843,0.932150311349693,-0.0065119367261934,5
"51",151,0.0402473353427149,0.0949142203950263,-0.11125636095975,0.915499448136675,0.0206244937245848,1
"52",151,0.0448262865008655,0.121029564978542,-0.092877095079743,0.861340380466641,0.0711980021898628,2
"53",151,0.0387760280646316,0.0354374812233208,-0.063122934782198,0.858547443294372,0.00341996604471988,3
"54",151,0.0309941573456758,0.0655572142971125,0.0539373801926191,0.815152502023975,-0.00681698728834449,4
"55",151,0.0776562995736641,0.0543772734499801,-0.00370033989385449,0.806645840768479,0.0394806297052363,5
"56",166,-0.0121934505095805,0.0225776541328502,-0.0073225883116301,0.820258119963465,0.0919487048371307,1
"57",166,0.0433391298012152,-0.0428289930685458,-0.0868508579065993,0.784899882798399,0.0628135432753238,2
"58",166,0.00029091109662829,-0.0190305437432726,-0.00751898808642866,0.801173378204634,0.0750311764034036,3
"59",166,0.0478543438974183,0.0520487522524349,0.0617915056063582,0.925378146345586,-0.0518884822743406,4
"60",166,0.00279974773919649,0.0172533423544991,0.0309691574246305,0.884510642339505,-0.0151050963878891,5
"61",181,0.0253898003016209,0.0376087293878935,-0.00963693474009395,0.76551941952189,0.0564374994602353,1
"62",181,-0.00965658388566737,0.0385995165901661,0.011959806059853,0.829634030479423,0.0306059790937044,2
"63",181,-0.0253150310124773,0.152701942192835,0.0841980623162126,0.873278687493902,0.0743000177343461,3
"64",181,-0.04900858271437,0.031987011583649,0.0830635256794165,0.854607032975465,0.0375905921672114,4
"65",181,-0.0640484514312704,0.113058735745347,0.00333716838865433,0.815509626465451,0.115585655156975,5
"66",196,-0.0257110636286784,0.00169897577164241,-0.0104583940076952,0.801828714094117,0.0512648184369787,1
"67",196,-0.0316809249258555,0.0584347240371647,0.00254507043762381,0.811693256509838,0.0489535773492413,2
"68",196,0.00991285652043137,0.0807888031241603,-0.0701240243828913,0.861725345408095,0.127044068413562,3
"69",196,-0.0174061242603014,0.0624878372505257,-0.00239191455923686,0.843363675424332,-0.0173955624287736,4
"70",196,0.0364175654300685,-0.0243588368067238,0.0811381390771244,0.77211986745539,0.120518319976641,5
"71",211,0.03738614369574,0.11954338113351,-0.0169223397359303,0.910313645758668,0.0528426008904691,1
"72",211,-0.117269614005393,0.00952877471816291,0.0509905852267399,0.81202705199084,0.0852891257454502,2
"73",211,-0.0107264279274753,0.0591399143814159,0.00666971046592023,0.827086167065909,-0.00128569589449498,3
"74",211,0.0398579745413662,-0.0135858184049903,0.00967676589304928,0.897980719610588,0.0408901579651873,4
"75",211,-0.0017575567435581,0.0104549370666618,-0.0581581005320871,0.832516527884278,0.106512779819234,5
"76",226,-0.0110730762605216,-0.00489011872981931,-0.075066691231033,0.962829188106691,-0.0158117256896195,1
"77",226,-0.0671852977300598,0.0410429226847956,0.0210053908108981,0.819362365844546,0.0371379072335866,2
"78",226,-0.0031594549421724,-0.030227179461881,-0.0207955457583351,0.802815117663775,0.0443387506293649,3
"79",226,0.00431590046372908,0.076150734206076,0.00185361588426856,0.838040224140387,-0.0707614211607041,4
"80",226,-0.0125495497781249,0.0116201204177809,0.0624486951185791,0.772615638144796,0.0261855139313032,5
"81",241,0.106577743671887,0.0926757626533811,-0.0307131821882538,0.843327922811045,0.0521916514732295,1
"82",241,-0.00973063526937143,-0.022586814352503,-0.0449995907733679,0.877482533717461,0.0100852210228445,2
"83",241,0.0543828771709882,0.0842458553963543,-0.023201585594527,0.917588536048948,0.0392696638549519,3
"84",241,0.0653797451915233,0.0657245616031792,-0.00735235543483778,0.819270879940924,0.0668305995574711,4
"85",241,-0.00259116640611256,0.0671803585132912,-0.0820570937702992,0.87961718380733,0.150105865590722,5
